Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
31,7,170,95006,1,6,1,0,0,0,0,1,0
29,5,31,93014,1,1,3,0,0,0,0,0,0
47,21,60,93407,3,2.1,1,0,0,0,0,1,1
48,22,174,95827,1,2.4,1,0,0,0,0,1,0
41,17,51,94402,2,0.6,3,0,0,0,0,0,1
37,12,42,94720,3,0.7,2,0,0,0,0,1,1
39,15,118,95039,2,1.9,1,0,0,0,0,0,1
41,15,120,94521,1,5.2,1,0,0,0,0,1,0
52,27,34,93117,2,0.7,2,114,0,0,0,1,1
65,40,59,94022,3,2.4,1,0,0,0,0,0,0
38,14,91,95060,2,0,1,0,0,0,0,1,0
26,2,30,94720,1,1,3,111,0,0,0,0,0
39,14,40,91302,1,2.5,3,0,0,0,0,1,0
35,11,75,94542,2,1.7,2,0,0,0,0,1,0
40,16,89,90011,4,0.8,1,155,0,0,0,1,0
51,25,44,94608,3,0.9,3,0,0,0,0,0,0
49,25,30,92093,4,0.6,1,0,0,0,0,0,0
29,-1,50,95842,2,1.75,3,0,0,0,0,0,1
58,32,44,92182,3,2.2,3,0,0,0,0,0,0
57,32,44,93407,3,0.5,2,0,0,0,0,1,0
52,26,93,91745,1,2.4,1,0,0,0,0,1,0
37,11,32,94612,2,1.4,3,0,0,1,0,1,0
56,26,90,92120,2,4.5,3,0,0,0,0,0,0
64,40,8,94110,2,0.3,3,0,0,0,0,1,0
65,40,48,94708,3,2.4,1,0,0,0,0,0,1
38,14,71,95136,4,2,3,0,0,0,0,0,0
35,9,40,93943,3,0.9,1,0,0,0,0,1,0
51,27,44,94305,3,1.9,2,141,0,0,0,0,0
33,7,35,95616,4,0.8,1,0,0,0,0,1,0
55,29,92,92130,1,1.9,2,0,0,0,0,0,0
41,17,138,95008,3,6.9,2,0,1,0,0,1,0
